"pres","min.temp","drought","gdd"
1,-2.308,0.694035776,2010.477441
1,-2.294333333,0.594614175,1539.31442
1,-1.362166667,0.96064311,2330.68157
1,-3.401833333,0.66573461,1610.849892
1,-3.4745,0.953123681,1799.105443
1,-3.940166667,0.723823167,1617.02254
1,-4.253666667,0.570703435,1387.493169
1,-3.812166667,1.200850509,1796.431544
1,-0.003166667,1.125293337,2972.851324
1,-4.778333333,0.793274015,1365.97119
1,-4.378333333,0.576861581,1467.102781
1,-3.619,0.672375158,1653.214453
1,-2.6865,0.911978522,1833.104225
1,-1.0745,1.331735785,2459.384867
1,-1.637333333,1.474833286,2240.989606
1,-2.1475,1.282058133,2189.814839
1,-2.576166667,1.20508523,2029.739747
1,0.253,1.53202952,3142.148529
1,-2.791333333,1.211340229,2135.77947
1,-3.184166667,0.965724139,1941.007511
1,-3.138333333,0.638812146,1796.462946
1,-2.345166667,0.952420057,2118.354667
1,-1.982833333,1.119257623,2094.218005
1,-1.223666667,1.024460502,2322.853729
1,0.306166667,1.492187167,3300.388225
1,-0.128,1.127799041,2970.987649
1,-0.280833333,0.885437804,2909.132524
1,-0.826,0.607434034,2452.715555
1,-0.139166667,0.612681412,2499.864023
1,0.54,0.991944405,3254.312401
1,-0.206333333,0.511292867,2915.357386
1,-0.265,0.561965714,3143.717538
1,-1.113166667,0.483200785,2559.895551
1,-1.806,0.389811555,2076.555953
1,-0.847166667,0.882002602,2827.015004
1,-1.574166667,0.619546701,2311.537439
1,-2.049166667,0.444100709,2044.249954
1,-1.964666667,0.435493057,2097.618217
1,-2.266333333,0.43407456,1941.493371
1,-2.194666667,0.292967368,2001.713941
0,-1.465666667,0.442859238,2311.922412
1,-0.849,0.62701398,2776.666529
1,-1.554,0.319333034,2192.533122
1,-1.279166667,0.39867126,2358.725248
1,-1.942666667,0.35669011,1920.01379
1,-1.435833333,0.343347909,2228.364589
1,-0.7275,0.799114312,2704.418053
1,-0.691166667,0.841332582,2568.028892
1,0.429333333,1.338139641,2871.470584
1,1.116666667,1.136733967,3427.62425
1,-0.342166667,0.888508786,2812.933286
1,-1.11,0.915512833,2660.738728
1,-1.9005,0.675121794,2159.455069
1,-1.859166667,0.750909122,2189.107068
1,-1.758,0.819601755,2360.197675
1,1.212666667,1.456512135,3637.973693
1,-2.324666667,0.769146014,2154.381053
1,-2.751,0.696305529,1934.320203
1,-2.847166667,0.667300448,1948.540999
1,-2.211333333,0.90027995,2183.915338
1,-1.675833333,1.237901919,2447.538992
1,-1.720833333,1.298209599,2381.572817
0,-1.9415,0.985024224,2213.625349
0,-1.594,0.922092942,2401.946331
1,-1.015833333,1.026750303,2702.064815
1,-1.2955,1.250194173,2559.954176
1,1.138333333,1.490037523,3641.463714
1,-1.815666667,0.893902623,2299.082461
1,-2.269833333,0.697046857,2175.999944
1,-2.704,0.807763265,1974.692954
1,-3.003666667,0.608347013,1581.831392
1,-2.775666667,0.897893462,1837.188975
1,-3.160333333,1.02373458,1824.088008
1,-3.304333333,1.18579381,1937.583806
1,-3.827833333,0.905649362,1729.810399
1,-4.855333333,0.581125703,1230.832168
1,-4.0495,0.999711746,1647.632647
1,0.366666667,1.406298078,3176.146418
1,-3.7465,1.274575748,1927.352992
1,-4.169166667,0.794325284,1597.862936
1,-3.864333333,0.888717449,1653.34885
1,-3.4365,0.915017191,1684.513327
1,-2.373333333,0.864862634,1958.221153
1,-0.972333333,1.549324169,2552.207395
0,-0.816166667,1.585190893,2366.849536
1,0.379333333,1.653554491,3302.929924
1,-2.2925,1.107685366,2040.747152
0,-2.946666667,1.141599737,1949.534931
1,-2.9375,0.97326505,1929.083199
1,-2.732166667,1.068809145,1946.980085
1,-2.554333333,0.85259786,1885.144249
1,-1.806166667,0.989984872,2113.235252
0,-0.5135,1.098348194,2328.623023
1,0.306833333,1.542170069,3324.954334
1,-0.174833333,1.123638646,2985.948948
1,-0.215333333,1.008434565,3003.567487
1,-0.408833333,0.873588323,2760.240123
1,0.550333333,1.162007041,3024.55845
0,0.584333333,1.168999388,3387.169153
1,-0.43,0.790359492,3102.297551
1,-1.423,0.393887378,2304.734591
1,-1.215166667,0.3956239,2529.225101
1,-1.292833333,0.486677352,2464.400549
1,-1.071833333,0.593871221,2716.820165
1,-1.464,0.865020978,2407.342633
1,-1.374166667,0.743350558,2493.471391
1,-1.626666667,0.687698034,2394.990745
1,-2.136166667,0.649193828,2093.02267
1,-1.989,0.734612234,2150.762112
1,-1.573166667,0.778921715,2442.152724
1,-1.8345,0.73936883,2168.713549
1,-1.3485,0.618081902,2422.473145
1,-1.763666667,0.414143497,2100.542102
1,-1.911166667,0.418665983,1909.394181
1,-1.457666667,0.670329564,2293.42632
1,-1.9985,0.593968863,2181.342033
1,-2.390166667,0.652222041,2044.585606
1,-1.453666667,0.85368559,2303.038184
1,0.174,1.334218906,2906.347689
1,-1.3675,0.655080384,2283.911792
1,-1.029333333,0.844835722,2635.82821
1,-1.529,0.916149069,2392.640758
1,-2.165666667,0.825436277,2208.003113
1,-3.306166667,0.510788336,1688.584792
1,-2.811333333,0.438701727,1935.943077
1,-2.693666667,0.798539333,2090.654022
1,-2.479,0.923994543,2113.824017
1,-2.592333333,1.169010749,2176.345189
1,-2.510666667,0.952480204,2082.035445
0,-2.015166667,0.968655087,2219.963572
1,-1.1015,1.117931948,2543.071913
0,-0.639333333,1.361467447,2871.254468
1,-1.349166667,1.206209446,2630.356865
1,-2.697166667,0.495312865,1825.785106
1,-1.880166667,1.108720088,2473.46312
1,-2.355333333,1.071682203,2187.631419
1,-3.124166667,0.708485442,1767.678293
1,-2.941666667,0.852158729,1872.422783
1,-2.5245,1.20081806,2235.0705
1,-3.3775,1.184162922,1888.629133
1,-4.529,0.791583119,1423.68353
1,-4.9295,0.619331013,1428.842461
1,-5.673,0.451045987,1004.613014
0,0.736166667,1.626577832,3465.172417
1,-3.576333333,0.681656906,1888.021076
1,-3.280666667,1.263445914,2110.486484
1,-3.504833333,1.238492949,1952.418937
1,-3.383333333,0.876238437,1843.746283
1,-2.521333333,1.043731335,2127.649268
0,-1.560833333,1.399213536,2385.354129
1,0.652,1.762355501,3527.940065
1,-2.758,0.776007192,1809.856454
1,-3.0735,1.167144795,1937.769009
0,-3.480166667,0.893191987,1575.520443
1,-2.497,1.02225086,1998.118094
1,-1.911833333,1.103896885,2069.534042
1,0.3585,1.535772429,3376.461516
1,0.009,1.363399736,3168.642045
1,-0.5115,1.176079814,2865.046703
1,-0.225,1.039340331,2865.333691
0,-0.245666667,1.071274269,3183.620673
1,-0.349833333,0.719435388,3177.765115
1,-0.682666667,0.625671469,2824.536852
1,-0.830833333,0.754905238,2824.786407
1,-1.884833333,0.434203494,2092.497642
1,-1.272,0.632735511,2548.793072
1,-1.178833333,1.184019468,2665.186986
1,-1.3565,0.961955866,2453.068584
1,-0.891333333,1.194141314,2931.285082
1,-1.558166667,1.059465224,2515.102094
1,-1.938666667,0.980735865,2250.639925
1,-1.628333333,1.178944713,2349.889972
1,-1.276833333,1.218216179,2556.826774
1,-1.411166667,0.816932372,2319.518936
1,-1.140833333,0.775553055,2564.176477
1,-1.712666667,0.635802171,2167.762129
1,-1.246666667,0.853604901,2531.065861
1,-1.602333333,1.058416737,2465.048643
1,-2.025333333,0.863900071,2171.734452
1,-1.040833333,1.219503962,2614.260018
1,0.3255,1.630944788,3272.015821
1,0.295166667,1.029991169,3015.695281
1,-0.3245,0.65361178,2676.931184
1,-0.188666667,0.776955594,2761.721855
1,0.404833333,1.066511485,2969.904854
1,-0.751666667,1.095437775,2756.199218
1,-1.497833333,0.925543097,2428.404564
1,-2.528166667,0.523197697,1955.000544
1,-2.557333333,0.447884368,2066.288795
1,-3.0115,0.515432247,1860.903351
1,-3.325166667,0.562927911,1631.592951
1,-2.554666667,0.907479714,2083.417524
1,-2.9715,1.113874611,2050.614792
1,-2.544666667,0.965409926,2064.936538
1,-1.939,1.074424382,2307.325364
1,-1.2985,1.206594785,2446.54447
1,-0.846833333,1.456817718,2736.52072
0,-1.773,1.130230475,2375.666578
1,-2.678666667,0.66961575,1930.566511
1,-1.727,1.070619256,2479.969826
1,-1.8805,1.301055902,2456.171052
1,-2.301833333,1.025409808,2207.242961
1,-2.3955,1.097858768,2249.634269
1,-3.412833333,1.041355567,1765.432062
1,-3.875333333,0.94654209,1709.984509
1,-4.815333333,0.68971116,1276.450112
1,-4.745166667,0.801794234,1429.398316
1,-5.317666667,0.686856545,1232.835408
1,1.135666667,1.828082591,3481.59329
0,-4.908166667,0.300605625,1254.742597
1,-3.5195,0.902279745,1989.045507
1,-4.01,1.217501701,1899.651556
1,-3.868,1.018435802,1798.932838
1,-2.676833333,1.058868724,2059.396044
1,-1.315666667,1.3351709,2505.937759
1,0.615666667,1.733128772,3468.418144
1,-2.907166667,0.871070249,1750.344131
1,-2.944666667,0.856654411,1812.282107
1,-2.389,0.970977075,1989.878784
1,-1.925166667,0.930209789,2075.821288
0,-0.869166667,1.085265624,2247.347836
1,-0.164333333,1.344172834,3042.87736
1,-0.081166667,1.351750102,3020.202657
1,0.084833333,1.590581994,3326.720755
1,0.165833333,1.479767315,3196.369595
1,0.305833333,1.169557674,3417.814608
0,-0.539666667,0.934311345,2994.753503
1,-0.9485,0.858084185,2693.025404
1,-1.068333333,0.841345068,2575.314944
1,-1.234,0.739092341,2440.952918
1,-0.371333333,1.369214252,3145.358791
1,-0.8355,1.365148171,2796.468589
1,-1.512333333,1.201192301,2416.887479
1,-1.175,1.273250489,2709.63002
1,-1.489833333,1.252248689,2577.450573
1,-1.928333333,1.07265599,2276.548854
1,-1.5915,1.164130964,2351.569351
1,-0.719666667,1.445086416,2953.257412
1,-0.586833333,1.360817705,2918.942238
1,-0.926833333,1.241565977,2700.28828
1,-1.446333333,1.066656888,2503.136127
1,-2.366166667,0.694349662,1869.60479
1,-1.415166667,1.066087665,2433.373027
1,-0.457166667,1.356610041,3017.177128
1,-0.900666667,1.443601779,2692.256051
1,-0.528166667,1.341004581,2801.007525
0,0.489666667,1.389966186,3217.405176
1,-0.357,0.786618334,2589.84181
1,-0.584666667,0.739953665,2790.602802
1,-1.67,0.452775076,2304.12211
1,-2.3575,0.254653304,1883.535169
1,-1.258,0.618556242,2580.209974
1,-0.866833333,0.946401371,2632.91728
1,-0.327666667,1.051245235,2797.741357
1,-0.014,1.072661085,2924.137509
1,-1.046,0.823893189,2616.083809
1,-1.383333333,0.883871544,2542.733442
1,-1.907666667,0.751094392,2344.831854
1,-2.733,0.693000535,2009.455316
1,-3.761666667,0.430941631,1472.085878
1,-2.934833333,0.630577427,1750.310831
1,-2.2205,0.938805229,2137.013903
1,-2.334,0.984183173,2085.794674
1,-2.700833333,0.771846434,1923.830942
1,-2.0025,1.117554943,2248.747626
1,-1.234,1.490906361,2626.787089
0,-0.897,1.466445442,2610.733141
1,-1.779666667,1.078240764,2337.761498
1,-2.213333333,1.03709296,2246.985323
1,-1.734166667,1.175521952,2397.488584
1,-1.588666667,1.612067957,2627.590254
1,-1.781166667,1.453767786,2504.732106
0,-2.264333333,1.254252175,2251.480707
1,-2.972666667,1.014391686,1989.610961
1,-3.771166667,0.963438578,1738.118143
1,-4.293833333,0.699886154,1490.953303
1,-4.638166667,0.685654927,1409.20299
1,-4.8725,0.965015692,1378.340825
1,-4.835833333,0.442291544,1327.632614
1,-4.2895,0.696067305,1610.792051
1,-3.947,0.903896301,1726.700574
1,-3.297666667,1.103585506,2005.036466
1,-3.1305,0.841467597,1852.684874
1,-2.194166667,1.091083138,2198.1046
0,-1.05,1.578129741,2596.317876
1,0.123166667,1.477428591,3127.517533
1,-2.024666667,0.99838681,2016.232836
1,-2.086,0.971813782,2031.659288
1,-1.649833333,1.117611687,2216.460758
1,-0.977833333,1.175657142,2260.566201
1,-0.447,1.27936555,2906.867967
1,-0.215833333,1.264172753,3009.397633
1,0.192666667,1.834485712,3444.343832
0,0.158333333,1.582115861,3240.824303
0,1.053333333,1.675225169,3601.92139
0,0.090666667,1.173734003,3409.354024
1,-1.011,0.946513974,2788.942538
1,-1.4035,0.865740553,2398.259967
1,-0.672,1.07791435,3016.576937
1,-2.077333333,0.985896005,2037.278163
1,-1.883,0.889886189,2104.20573
1,-0.9235,1.515631412,2934.485632
1,-1.485333333,1.188533834,2495.992101
1,-1.363333333,1.118015872,2642.541614
1,-1.605666667,1.152991166,2505.608405
1,-1.626166667,1.099472521,2375.414261
1,-0.7215,1.509589645,2989.698904
1,-0.482166667,1.534254115,3070.326535
1,-0.555166667,1.532235185,3029.384239
1,-0.976166667,1.390133309,2778.33778
1,-1.381,1.056887078,2531.46617
1,-1.238666667,1.203852842,2624.511605
1,-1.4775,1.005152517,2371.604022
1,-1.0165,1.168132668,2714.396171
1,-0.463666667,1.30616633,2968.288855
0,0.625,1.645452046,3362.430165
1,-0.353,0.780620348,2835.065115
1,-0.904166667,0.718550843,2900.33518
1,-2.067166667,0.318970692,2250.682128
1,-3.041166667,0.157577139,1684.805838
1,-2.0925,0.174054301,2155.277247
1,-1.399666667,0.438218861,2552.29074
1,-1.3175,0.770880099,2515.869669
1,-1.048166667,0.961697021,2705.379797
0,-0.664,1.125866224,2844.514456
1,-0.820333333,1.008532029,2783.275541
1,-1.481833333,0.638063109,2480.004096
1,-2.039,0.553609149,2217.073247
1,-2.452833333,0.457910036,2109.979953
1,-2.825166667,0.374934862,1971.556507
1,-2.863666667,0.45891876,1977.880742
1,-3.201833333,0.597004226,1709.530947
1,-2.443166667,0.857055934,2076.144627
1,-2.377333333,1.097662015,2090.923151
1,-2.219,1.086523458,2147.374881
1,-1.676666667,1.109608348,2241.572163
1,-0.5275,1.636167002,2818.472836
1,-1.330333333,1.210035093,2427.40316
1,-2.048333333,1.041625302,2171.670266
1,-1.626833333,1.304491653,2451.93302
1,-1.549166667,1.52622666,2481.718849
1,-2.0015,1.27928176,2189.725773
0,-1.967333333,1.394821636,2411.501808
1,-2.9775,0.937993427,1915.911644
1,-3.757833333,0.87661885,1715.569569
1,-5.231833333,0.568867438,1086.931749
1,-5.335333333,0.517274338,1022.969661
1,-4.201666667,1.156559043,1671.108018
1,-4.244,0.859991834,1554.682837
1,-4.286,0.771090815,1486.970476
1,-3.379166667,1.068442214,1898.963285
1,-3.390333333,0.991930869,1794.735864
1,-2.697166667,1.091354505,2064.145732
1,-2.012166667,1.129154611,2238.365288
1,-1.1625,1.530007421,2598.004812
1,0.339,1.378049011,3169.858303
0,-1.824166667,1.008671304,1998.488992
1,-1.64,1.211873634,2162.50024
0,-1.123,1.21220504,2198.550967
1,0.192666667,1.507775817,3322.526557
1,0.190333333,1.563431213,3346.699329
0,0.316333333,1.833463261,3472.437798
0,0.461333333,1.89159188,3568.207191
0,0.743166667,1.769664617,3582.997231
0,1.081666667,1.661324235,3604.261153
0,1.049,1.523333779,3442.556634
0,0.6475,1.48896764,3519.84524
1,-0.237333333,1.351436175,3289.408427
1,-0.577333333,1.256384825,3139.249923
1,-0.892333333,1.371605115,2796.517028
1,-0.735833333,1.318438593,2934.313016
1,-0.945833333,1.31992646,2789.458413
1,-0.704666667,1.580649417,2962.480183
1,-0.697833333,1.670533181,2955.119008
1,-1.103833333,1.488735255,2745.898117
1,-1.424666667,1.372311788,2546.226841
1,-1.196,1.47637237,2770.069748
1,-1.2405,1.504070395,2614.607072
0,-1.013,1.475197963,2757.54187
0,-0.629333333,1.619983659,3014.597467
0,-0.3665,1.690718681,3135.179056
1,-0.4635,1.581181333,3049.612568
1,-0.529333333,1.633927267,3023.01109
1,-0.433,1.51791712,3044.430276
0,-0.004,1.641120157,3250.625604
0,0.0905,1.708942625,3241.835882
0,0.633166667,1.41935842,3305.425012
0,0.951666667,1.403301227,3379.163664
0,0.704333333,1.324896447,3235.061609
0,0.365,1.236438656,3119.810562
0,0.617333333,1.192481081,3155.718945
0,0.830166667,1.143913421,3183.443746
1,-1.009,0.573179537,2807.260522
1,-1.764,0.366410809,2365.416758
1,-1.820833333,0.268879872,2405.048131
1,-2.3675,0.284940101,2021.072942
1,-2.931833333,0.447536282,1778.624881
1,-1.944833333,0.425168396,2208.170854
1,-1.3025,0.850347946,2576.550589
1,-0.731833333,1.184108626,2824.33776
0,-0.768333333,1.089193853,2844.350506
1,-1.394333333,0.759423285,2574.761278
1,-2.103166667,0.497449568,2247.625982
1,-2.786,0.561408084,1925.24806
1,-2.8805,0.570218511,1917.871775
1,-2.935666667,0.695341149,1894.422341
1,-2.9865,0.868075723,1849.633745
1,-2.5915,1.073230643,2117.744369
1,-2.965166667,0.838359672,1785.942024
1,-2.320333333,1.000682421,2032.69339
1,-0.994833333,1.580544045,2677.050367
1,-1.336666667,1.32764134,2420.352483
1,-1.273833333,1.526547598,2565.902521
0,-1.074,1.553778694,2573.11164
1,-1.3465,1.370536991,2392.528472
1,-2.010333333,1.260456111,2280.819749
1,-2.655833333,1.179776932,2045.440312
1,-3.246833333,0.834411751,1831.163296
1,-3.785166667,0.750830187,1583.83434
1,-3.980666667,0.853294025,1528.700245
1,-3.941666667,1.250859246,1695.574637
1,-3.847333333,1.077523325,1653.274349
1,-3.951833333,0.884155206,1649.961846
1,-3.949,0.684074891,1557.145536
1,-3.1645,0.82175143,1864.449287
1,-2.375,1.110842337,2157.515469
1,-1.513166667,1.176036166,2426.304783
1,0.567666667,1.387441713,3208.024119
0,-0.761333333,1.199994387,2255.173422
0,-0.720333333,1.229397388,2169.100559
1,-0.073666667,1.423573847,3096.866787
1,0.233166667,1.658999073,3381.9978
0,0.133,1.851301502,3442.760472
0,0.147833333,1.70291603,3394.177798
0,0.289833333,1.636884831,3450.385351
0,0.277833333,1.476003768,3419.459614
0,0.641166667,1.518736381,3518.794447
1,-0.504833333,1.239611116,2940.445763
1,-0.311666667,1.56676201,3297.957665
1,-0.524166667,1.673539629,3119.784886
1,-0.8875,1.648517801,2790.318062
0,-0.595166667,1.807414068,3084.730024
1,-0.796166667,1.848789427,2891.269453
1,-0.559666667,1.781510305,3058.275122
1,-0.7035,1.661652117,2988.173999
1,-1.159833333,1.611873114,2741.862048
1,-1.302666667,1.52359279,2720.487179
1,-1.801166667,1.251382657,2269.100439
1,-0.970166667,1.497730305,2853.383884
1,-0.735,1.697696118,3010.155678
0,-0.787333333,1.637719279,2949.395359
0,-0.651166667,1.649600028,2978.616731
0,-0.3095,1.802925658,3196.961331
0,-0.205,1.753779671,3216.90173
0,-0.066666667,1.657872252,3210.354491
0,0.197166667,1.658049356,3280.810293
0,0.375666667,1.407783696,3255.788764
0,0.402166667,1.230688937,3268.300294
0,-0.140166667,1.13548129,3039.228773
0,-0.3105,1.13420086,3050.360175
0,-0.2645,1.160045266,3045.615442
0,-0.238666667,1.061072938,3009.349679
1,-0.126333333,1.044512587,3044.978066
1,0.368333333,1.015871963,3122.92576
1,0.629,1.082660507,3199.811162
1,-0.6855,0.601332408,2929.892141
1,-1.5455,0.543838445,2514.537515
1,-2.056166667,0.394156448,2173.809363
1,-2.203666667,0.288633909,2094.568101
1,-1.881166667,0.702477376,2308.355499
1,-1.747333333,0.891373677,2330.873169
1,-1.203833333,1.112710298,2614.84506
1,-0.7075,1.191534552,2855.732013
1,-0.835666667,1.043539342,2800.711323
1,-1.456666667,0.825268388,2551.537658
1,-2.472666667,0.546857507,2082.684645
1,-2.685666667,0.521613852,2008.590089
1,-2.480666667,0.720641219,2154.10058
1,-2.394166667,0.922186084,2183.119048
1,-2.317,1.024628602,2252.059591
1,-2.4125,1.037748328,2123.162117
1,-2.818,0.854937587,1855.929578
1,-2.287166667,1.087794768,2049.173266
1,-1.368166667,1.482531216,2395.952541
0,-0.311666667,1.715071436,2718.984055
0,-0.879333333,1.464448478,2517.940149
1,-1.329166667,1.43680123,2533.830767
0,-0.79,1.582016783,2601.71643
1,-0.772166667,1.463966279,2572.013805
1,-1.917,1.198502145,2230.081334
1,-2.137333333,1.340367458,2323.469098
1,-3.170333333,0.915731309,1779.390918
1,-3.607,0.689660283,1525.214188
1,-3.589333333,0.803435711,1524.482047
1,-2.789833333,1.118897581,2057.052423
0,-2.786333333,1.202821494,2074.065305
1,-3.316666667,1.12373114,1789.162743
1,-3.568833333,0.870898854,1610.111797
1,-2.912333333,0.90851412,1874.478947
1,-2.717833333,0.939742285,1973.833504
1,-2.190333333,0.9926622,2053.504935
1,-0.548333333,1.448088833,2548.563435
1,0.7945,1.637761263,3489.463809
1,-0.3875,1.330962873,3041.55814
1,-0.257666667,1.660171994,3253.091725
0,-0.2695,1.785588321,3361.129663
0,-0.092666667,1.57702609,3350.74247
0,0.0595,1.428736477,3366.162166
0,-0.6235,1.013535545,2783.685834
1,-0.168333333,1.270966903,3155.538048
0,0.594666667,1.420034393,3400.805794
0,0.601,1.68694536,3545.491717
1,-0.214833333,1.33735238,3125.312045
1,-0.527,1.367742057,3018.865756
0,-0.5435,1.753879638,3057.691903
0,-0.378333333,1.799282643,3172.739626
0,-0.6285,1.867164519,3042.702905
0,-0.668,1.879912834,3107.081386
0,-0.778,1.74045745,2990.389256
1,-0.759833333,1.737420593,3000.100967
1,-0.924666667,1.636110531,2912.442861
1,-1.068,1.542332232,2837.458101
0,-1.1645,1.479279935,2730.0741
1,-0.711333333,1.739927782,3016.377564
0,-0.6465,1.764728797,3077.449485
0,-1.171833333,1.601257129,2897.296584
0,-1.0195,1.561674467,2871.245861
0,-0.797833333,1.544764251,2905.091983
0,-0.686333333,1.432444982,2911.785513
0,-0.433166667,1.465364782,3063.34878
0,-0.247833333,1.327397888,3024.066038
0,-0.005833333,1.378678992,3178.673232
0,-0.1275,1.145552972,3130.23763
0,-0.360166667,0.95951917,2908.493677
0,-0.2245,0.973778138,2983.259436
1,0.134,1.051201597,3148.175065
1,-0.1625,0.963407573,3028.869898
1,-0.823666667,0.703066117,2705.017538
1,-0.7655,0.655924591,2667.464773
1,-0.4455,0.76260948,2819.643717
1,-0.333,0.808291733,2964.904327
1,-0.863,0.736310768,2820.362302
1,-1.3585,0.663578808,2702.434783
1,-2.452666667,0.324767448,1977.329433
1,-2.0125,0.508833355,2228.461798
1,-1.461,1.078839142,2544.942348
1,-1.557833333,1.282319683,2437.225831
1,-1.282,1.193477986,2617.620062
1,-1.260666667,1.032039342,2551.023099
1,-1.253666667,0.958776565,2640.068368
1,-1.6535,0.697520174,2442.21012
1,-2.293333333,0.593389714,2194.302248
1,-2.5155,0.598051526,2191.225111
1,-2.6145,0.71756292,2078.192576
1,-2.319333333,1.252114218,2243.488357
1,-2.148833333,1.213431098,2245.117401
1,-1.993833333,1.315296009,2253.159109
1,-2.170333333,1.229954775,2226.279481
1,-2.245333333,1.248494116,2110.436825
1,-1.910666667,1.293815565,2104.60757
1,-0.766333333,1.647893753,2601.336203
0,0.105666667,1.716405384,2733.458806
1,-0.271,1.451170134,2572.932195
